iter	RMSE
578	0.9714928905
579	0.9694994395
580	0.9656205748
581	0.9636739422
582	0.9614348924
583	0.9601474743
584	0.9582506077
585	0.9566635625
586	0.9553527852
587	0.9532895026
588	0.9512998209
589	0.9503863261
590	0.9494264692
591	0.9466855281
592	0.9459378062
593	0.9447775808
594	0.9442276998
595	0.9425106731
596	0.9401946508
597	0.9367031898
598	0.9350081156
599	0.9346945086
600	0.9335191872
601	0.9331283385
602	0.9301817687
603	0.9290154034
604	0.9274155939
605	0.9237956025
606	0.9207539781
607	0.9187913838
608	0.9168674907
609	0.9151106698
610	0.9126207958
611	0.9117128531
612	0.9090070499
613	0.9075600509
614	0.9072138099
615	0.9047567031
616	0.9016339022
617	0.8991804458
618	0.8981388067
619	0.8955823031
620	0.8927592839
621	0.890212763
622	0.8884721384
623	0.8877135803
624	0.88373785
625	0.8811865778
626	0.8804001414
627	0.879072886
628	0.8786964581
629	0.8779766072
630	0.8752556023
631	0.8741769291
632	0.8724106148
633	0.87065662
634	0.8691093464
635	0.8687636128
636	0.8671309784
637	0.8669113396
638	0.8624335499
639	0.8586673018
640	0.856075139
641	0.8543613427
642	0.8516582729
643	0.8504538668
644	0.8486442739
645	0.8465591025
646	0.8446386473
647	0.8435460962
648	0.8409092516
649	0.8390386976
650	0.8383381027
651	0.8368098776
652	0.8338623776
653	0.8304675616
654	0.8290048133
655	0.8276647274
656	0.82640632
657	0.8238898001
658	0.8211824025
659	0.8189181991
660	0.8172666003
661	0.8154283447
662	0.8152267195
663	0.8138410152
664	0.8123600435
665	0.8110804158
666	0.8064200739
667	0.804786651
668	0.8023500218
669	0.8001061992
670	0.7980083742
671	0.796478457
672	0.7945269668
673	0.7915896201
674	0.7900455247
675	0.7897045136
676	0.7880732688
677	0.7876678053
678	0.7869874395
679	0.7845673882
680	0.783754703
681	0.7816522421
682	0.7809999253
683	0.7804577864
684	0.7783757888
685	0.7767180271
686	0.7759481303
687	0.7745626237
688	0.771991463
689	0.7694806422
690	0.767351864
691	0.7667294681
692	0.7647662022
693	0.7633663643
694	0.7619036498
695	0.7589881833
696	0.7557884976
697	0.7553986701
698	0.7530597341
699	0.7519164568
700	0.7487464274
701	0.747535812
702	0.7459986812
703	0.7455469925
704	0.7447967404
705	0.7436437191
706	0.7412082051
707	0.7399877013
708	0.738840144
709	0.7381390174
710	0.7378646126
711	0.7360372166
712	0.7338568518
713	0.730915909
714	0.7300102025
715	0.7288527885
716	0.7284622753
717	0.7265310549
718	0.7260528688
719	0.7240077156
720	0.7226032664
721	0.7216415457
722	0.7208630443
723	0.7187978327
724	0.7155796907
725	0.7151741779
726	0.7147097332
727	0.7120156299
728	0.7112808158
729	0.7108000988
730	0.7093816416
731	0.7078219124
732	0.7068187926
733	0.7061864488
734	0.7049811671
735	0.7028000351
736	0.7002429791
737	0.6983818615
738	0.6972653216
739	0.69470115
740	0.6931937394
741	0.692996576
742	0.6911716942
743	0.690816469
744	0.6899229314
745	0.6891330617
746	0.688674246
747	0.6872114812
748	0.6851480422
749	0.6847315702
750	0.6837589133
751	0.6834101951
752	0.6832181233
753	0.6816886346
754	0.6800836253
755	0.6789055986
756	0.6787148504
757	0.6763465196
758	0.6751908949
759	0.6739035608
760	0.6724577263
761	0.672312011
762	0.6703588016
763	0.6698909809
764	0.6690180135
765	0.6668784466
766	0.6662999357
767	0.6652872508
768	0.6644892436
769	0.6624143285
770	0.6611711728
771	0.6600913863
772	0.6589105617
773	0.658571099
774	0.6563749353
775	0.6551648193
776	0.6537637698
777	0.651438479
778	0.6512368016
779	0.6500324157
780	0.6489045197
781	0.6469161563
782	0.6456296623
783	0.6452131981
784	0.6439377546
785	0.6437186069
786	0.6422763168
787	0.640366452
788	0.6400737233
789	0.6398373835
790	0.6384358152
791	0.6364303585
792	0.6354660352
793	0.6341179857
794	0.6339064511
795	0.6320968732
796	0.6309966506
797	0.6298780733
798	0.6285995912
799	0.6273377505
800	0.626156828
801	0.6238469244
802	0.6228463194
803	0.6221392547
804	0.6213351231
805	0.6202233823
806	0.6180757405
807	0.6176195683
808	0.6170357672
809	0.6153683687
810	0.6132963804
811	0.6128280784
812	0.6125039867
813	0.6103936659
814	0.6089293018
815	0.6077268326
816	0.6072540352
817	0.6055913229
818	0.6032386923
819	0.6030604821
820	0.6027075958
821	0.6021316847
822	0.6010756923
823	0.5992542686
824	0.5989494843
825	0.5976569874
826	0.5973303238
827	0.5962331009
828	0.594165031
829	0.5926925566
830	0.5909793951
831	0.5895453344
832	0.5893275657
833	0.5889096771
834	0.5869617946
835	0.5863920818
836	0.5850858565
837	0.5847808362
838	0.583332856
839	0.5831105926
840	0.5826136276
841	0.5815070556
842	0.58132721
843	0.5810732316
844	0.5793003614
845	0.5791240662
846	0.5787574621
847	0.5785409829
848	0.5772286051
849	0.57601972
850	0.575284175
851	0.5746893842
852	0.5734812494
853	0.5709517001
854	0.5706438394
855	0.5694925188
856	0.5690148517
857	0.56778493
858	0.5675890189
859	0.5672316723
860	0.5646041915
861	0.5632505061
862	0.5617999693
863	0.5614276962
864	0.5611869916
865	0.5608160708
866	0.5601946806
867	0.5582724438
868	0.5580883901
869	0.5555964208
870	0.5545068305
871	0.5529418749
872	0.5527986865
873	0.5519294316
874	0.5507427352
875	0.5490233546
876	0.5474206336
877	0.5466727771
878	0.5461432427
879	0.5453263212
880	0.5450622657
881	0.5431689713
882	0.5429822941
883	0.5424899037
884	0.5415836648
885	0.5412563867
886	0.5391113699
887	0.5375524624
888	0.5365195636
889	0.5352552088
890	0.5343259904
891	0.5324839846
892	0.53152038
893	0.5303338033
894	0.5292911914
895	0.5270691766
896	0.5261677506
897	0.5238969703
898	0.5229815985
899	0.5227938141
900	0.5220111513
901	0.5213797108
902	0.5208407353
903	0.5203731788
904	0.518518833
905	0.5183134702
906	0.5179034082
907	0.5177825547
908	0.5166323046
909	0.5164322823
910	0.5155806609
911	0.5147741937
912	0.5146110814
913	0.5127226046
914	0.5123104348
915	0.5105809867
916	0.5098165725
917	0.5088907974
918	0.5079173781
919	0.5073445585
920	0.5063801242
921	0.5056831885
922	0.5041903938
923	0.5026495753
924	0.5019460446
925	0.500661551
926	0.5004045269
927	0.4993729496
928	0.4991134465
929	0.4978342048
930	0.4962584056
931	0.4956777903
932	0.4952101506
933	0.4938443495
934	0.4937177814
935	0.4934491159
936	0.4933694725
937	0.4917038295
938	0.490579215
939	0.4895856355
940	0.4879193275
941	0.4859259539
942	0.4857674063
943	0.4849400735
944	0.4846907772
945	0.4844446022
946	0.4838669865
947	0.4836195191
948	0.4817771333
949	0.4815368379
950	0.4813566053
951	0.4810859206
952	0.4803378383
953	0.4780708269
954	0.4774248032
955	0.4761833048
956	0.4756634929
957	0.4743643798
958	0.4736566107
959	0.4733212964
960	0.472697466
961	0.4720097649
962	0.47096162
963	0.4704862169
964	0.4692697885
965	0.4684639754
966	0.4670696315
967	0.4662693083
968	0.4654352112
969	0.4651323987
970	0.464819205
971	0.4636456786
972	0.4622046713
973	0.460814077
974	0.4595165583
975	0.4589418754
976	0.4575936363
977	0.4570361997
978	0.4568698508
979	0.4564711204
980	0.4554138087
981	0.4543058286
982	0.4537072785
983	0.4532206288
984	0.4527222608
985	0.452120746
986	0.4513763393
987	0.4501741978
988	0.4495948093
989	0.4482412124
990	0.4471901729
991	0.4457678913
992	0.4446450652
993	0.4440309583
994	0.4434868077
995	0.4422492936
996	0.4414090029
997	0.4393924751
998	0.4388207955
999	0.4385292902
